count,geoid,place,region,state
400,2913600,"Chesterfield city, Missouri",Chesterfield,Missouri
0,613882,"Clayton city, California",Clayton,California
5,642202,"Lodi city, California",Lodi,California
4,645484,"Manteca city, California",Manteca,California
3,602252,"Antioch city, California",Antioch,California
6,2018250,"Dodge City city, Kansas",Dodge,Kansas
0,4031750,"Guymon city, Oklahoma",Guymon,Oklahoma
0,2039825,"Liberal city, Kansas",Liberal,Kansas
10,5405332,"Beckley city, West Virginia",Beckley,West Virginia
1,1304896,"Bainbridge city, Georgia",Bainbridge,Georgia
3,5408524,"Bluefield city, West Virginia",Bluefield,West Virginia
72,5109816,"Bristol city, Virginia",Bristol,Virginia
0,2025325,"Garden City city, Kansas",Garden,Kansas
96,3603078,"Auburn city, New York",Auburn,New York
60,3655574,"Oswego city, New York",Oswego,New York
18,1376224,"Thomasville city, Georgia",Thomasville,Georgia
670,1245465,"Midway CDP (Santa Rosa County), Florida",Midway,Florida
428,3673000,"Syracuse city, New York",Syracuse,New York
1705,1270600,"Tallahassee city, Florida",Tallahassee,Florida
14,1218575,"Dunedin city, Florida",Dunedin,Florida
195,1220275,"Elfers CDP, Florida",Elfers,Florida
77,1279225,"Zephyrhills city, Florida",Zephyrhills,Florida
1,1242850,"Mango CDP, Florida",Mango,Florida
60,1256975,"Pinellas Park city, Florida",Pinellas Park,Florida
42,1251350,"Oldsmar city, Florida",Oldsmar,Florida
1183,1268350,"Spring Hill CDP, Florida",Spring Hill,Florida
2,1275875,"Wesley Chapel CDP, Florida",Wesley Chapel,Florida
5,1201675,"Apollo Beach CDP, Florida",Apollo Beach,Florida
113,1262425,"Safety Harbor city, Florida",Safety Harbor,Florida
3000,1271000,"Tampa city, Florida",Tampa,Florida
906,1208150,"Brandon CDP, Florida",Brandon,Florida
191,1225900,"Gibsonton CDP, Florida",Gibsonton,Florida
286,1231075,"Holiday CDP, Florida",Holiday,Florida
229,1239425,"Largo city, Florida",Largo,Florida
378,1271725,"Thonotosassa CDP, Florida",Thonotosassa,Florida
341,1264975,"Seminole city, Florida",Seminole,Florida
6,1262275,"Ruskin CDP, Florida",Ruskin,Florida
161,1254350,"Palm Harbor CDP, Florida",Palm Harbor,Florida
275,1271150,"Tarpon Springs city, Florida",Tarpon Springs,Florida
1047,1232825,"Hudson CDP, Florida",Hudson,Florida
904,1273700,"Valrico CDP, Florida",Valrico,Florida
9,1269250,"Sun City Center CDP, Florida",Sun,Florida
370,1248500,"New Port Richey city, Florida",New Port Richey,Florida
208,1260950,"Riverview CDP, Florida",Riverview,Florida
156,1875428,"Terre Haute city, Indiana",Terre Haute,Indiana
12,568810,"Texarkana city, Arkansas",Texarkana,Arkansas
503,1212875,"Clearwater city, Florida",Clearwater,Florida
1024,1241775,"Lutz CDP, Florida",Lutz,Florida
7,4000200,"Ada city, Oklahoma",Ada,Oklahoma
0,4849800,"Mount Pleasant city, Texas",Mount Pleasant,Texas
0,543460,"Magnolia city, Arkansas",Magnolia,Arkansas
0,510720,"Camden city, Arkansas",Camden,Arkansas
141,4872368,"Texarkana city, Texas",Texarkana,Texas
1,4827984,"Gainesville city, Texas",Gainesville,Texas
1,4022050,"Durant city, Oklahoma",Durant,Oklahoma
9,4002600,"Ardmore city, Oklahoma",Ardmore,Oklahoma
4,4803300,"Anna city, Texas",Anna,Texas
0,4809328,"Bonham city, Texas",Bonham,Texas
107,4819900,"Denison city, Texas",Denison,Texas
246,4867496,"Sherman city, Texas",Sherman,Texas
379,636294,"Imperial Beach city, California",Imperial Beach,California
1,1815742,"Crawfordsville city, Indiana",Crawfordsville,Indiana
188,1882862,"West Lafayette city, Indiana",West Lafayette,Indiana
375,613392,"Chula Vista city, California",Chula Vista,California
144,1840788,"Lafayette city, Indiana",Lafayette,Indiana
103,3958730,"Oregon city, Ohio",Oregon,Ohio
101,3976022,"Sylvania city, Ohio",Sylvania,Ohio
477,3962148,"Perrysburg city, Ohio",Perrysburg,Ohio
1089,3948342,"Maumee city, Ohio",Maumee,Ohio
4,3928014,"Fostoria city, Ohio",Fostoria,Ohio
5,3907972,"Bowling Green city, Ohio",Bowling Green,Ohio
2772,3977000,"Toledo city, Ohio",Toledo,Ohio
68,1224300,"Fort Pierce city, Florida",Fort Pierce,Florida
1994,2071000,"Topeka city, Kansas",Topeka,Kansas
52,2021275,"Emporia city, Kansas",Emporia,Kansas
14,1264825,"Sebastian city, Florida",Sebastian,Florida
16,1258727,"Port Salerno CDP, Florida",Port Salerno,Florida
15,1230975,"Hobe Sound CDP, Florida",Hobe Sound,Florida
42,1274150,"Vero Beach city, Florida",Vero Beach,Florida
39,1268875,"Stuart city, Florida",Stuart,Florida
86,4723500,"Elizabethton city, Tennessee",Elizabethton,Tennessee
109,1258715,"Port St. Lucie city, Florida",Port St. Lucie,Florida
14,1235550,"Jensen Beach CDP, Florida",Jensen Beach,Florida
6,4730980,"Greeneville town, Tennessee",Greeneville,Tennessee
0,5168880,"Rose Hill CDP (Fairfax County), Virginia",Rose Hill,Virginia
76,4708540,"Bristol city, Tennessee",Bristol,Tennessee
404,4738320,"Johnson City city, Tennessee",Johnson,Tennessee
6,422360,"Eloy city, Arizona",Eloy,Arizona
202,4739560,"Kingsport city, Tennessee",Kingsport,Tennessee
705,444270,"Marana town, Arizona",Marana,Arizona
3000,477000,"Tucson city, Arizona",Tucson,Arizona
19,429710,"Green Valley CDP, Arizona",Green Valley,Arizona
96,478540,"Vail CDP, Arizona",Vail,Arizona
18,462140,"Sahuarita town, Arizona",Sahuarita,Arizona
19,423760,"Florence town, Arizona",Florence,Arizona
860,451600,"Oro Valley town, Arizona",Oro Valley,Arizona
361,403530,"Arizona City CDP, Arizona",Arizona,Arizona
971,411230,"Catalina Foothills CDP, Arizona",Catalina Foothills,Arizona
567,4065300,"Sand Springs city, Oklahoma",Sand Springs,Oklahoma
16,4006400,"Bixby city, Oklahoma",Bixby,Oklahoma
1,4055150,"Okmulgee city, Oklahoma",Okmulgee,Oklahoma
6,4050050,"Muskogee city, Oklahoma",Muskogee,Oklahoma
392,4037800,"Jenks city, Oklahoma",Jenks,Oklahoma
251,4014700,"Claremore city, Oklahoma",Claremore,Oklahoma
3000,4075000,"Tulsa city, Oklahoma",Tulsa,Oklahoma
82,4065400,"Sapulpa city, Oklahoma",Sapulpa,Oklahoma
11,4029600,"Glenpool city, Oklahoma",Glenpool,Oklahoma
394,4056650,"Owasso city, Oklahoma",Owasso,Oklahoma
2775,4009050,"Broken Arrow city, Oklahoma",Broken Arrow,Oklahoma
582,155200,"Northport city, Alabama",Northport,Alabama
11,3955216,"New Philadelphia city, Ohio",New Philadelphia,Ohio
583,177256,"Tuscaloosa city, Alabama",Tuscaloosa,Alabama
72,2815380,"Columbus city, Mississippi",Columbus,Mississippi
1,2879120,"West Point city, Mississippi",West Point,Mississippi
5,1611260,"Burley city, Idaho",Burley,Idaho
7,3654716,"Olean city, New York",Olean,New York
23,2651900,"Marquette city, Michigan",Marquette,Michigan
37,1641320,"Jerome city, Idaho",Jerome,Idaho
56,3676540,"Utica city, New York",Utica,New York
46,1682810,"Twin Falls city, Idaho",Twin Falls,Idaho
0,4267344,"St. Marys city, Pennsylvania",St. Marys,Pennsylvania
0,2626360,"Escanaba city, Michigan",Escanaba,Michigan
3,611796,"Castaic CDP, California",Castaic,California
2,1323872,"Douglas city, Georgia",Douglas,Georgia
2,609598,"Calabasas city, California",Calabasas,California
53,3663418,"Rome city, New York",Rome,New York
2,678582,"Thousand Oaks city, California",Thousand Oaks,California
1,674130,"Stevenson Ranch CDP, California",Stevenson Ranch,California
0,600394,"Agoura Hills city, California",Agoura Hills,California
0,1353060,"Moultrie city, Georgia",Moultrie,Georgia
139,1378800,"Valdosta city, Georgia",Valdosta,Georgia
8,670042,"Santa Paula city, California",Santa Paula,California
1,658296,"Port Hueneme city, California",Port Hueneme,California
5,624092,"Fillmore city, California",Fillmore,California
1,653116,"Oak Park CDP, California",Oak Park,California
0,649138,"Moorpark city, California",Moorpark,California
0,645246,"Malibu city, California",Malibu,California
8,654652,"Oxnard city, California",Oxnard,California
1,669088,"Santa Clarita city, California",Santa Clarita,California
4,610046,"Camarillo city, California",Camarillo,California
6,672016,"Simi Valley city, California",Simi Valley,California
16,5066175,"South Burlington city, Vermont",South Burlington,Vermont
2,658240,"Porterville city, California",Porterville,California
76,4805984,"Bay City city, Texas",Bay,Texas
24,5010675,"Burlington city, Vermont",Burlington,Vermont
5,5024400,"Essex Junction village, Vermont",Essex Junction,Vermont
0,4858916,"Port Lavaca city, Texas",Port Lavaca,Texas
37,682954,"Visalia city, California",Visalia,California
7,680644,"Tulare city, California",Tulare,California
0,4822864,"El Campo city, Texas",El Campo,Texas
6,623616,"Farmersville city, California",Farmersville,California
1,619318,"Dinuba city, California",Dinuba,California
2,623126,"Exeter city, California",Exeter,California
1,641712,"Lindsay city, California",Lindsay,California
79,4875428,"Victoria city, Texas",Victoria,Texas
715,4876000,"Waco city, Texas",Waco,Texas
2,4870208,"Stephenville city, Texas",Stephenville,Texas
20,4817060,"Corsicana city, Texas",Corsicana,Texas
5,2476650,"Takoma Park city, Maryland",Takoma Park,Maryland
273,4833428,"Hewitt city, Texas",Hewitt,Texas
6,2475725,"Suitland CDP, Maryland",Suitland,Maryland
5,5130176,"Gainesville CDP, Virginia",Gainesville,Virginia
3,5151192,"Merrifield CDP, Virginia",Merrifield,Virginia
6,5114440,"Centreville CDP, Virginia",Centreville,Virginia
11,5148952,"Manassas city, Virginia",Manassas,Virginia
86,2407125,"Bethesda CDP, Maryland",Bethesda,Maryland
9,2418750,"College Park city, Maryland",College Park,Maryland
133,5126496,"Fairfax city, Virginia",Fairfax,Virginia
0,5148376,"McLean CDP, Virginia",McLean,Virginia
2,5101912,"Annandale CDP, Virginia",Annandale,Virginia
0,5111464,"Burke CDP, Virginia",Burke,Virginia
21,2459500,"Oxon Hill CDP, Maryland",Oxon Hill,Maryland
0,5158472,"Oakton CDP, Virginia",Oakton,Virginia
0,2411750,"Burtonsville CDP, Maryland",Burtonsville,Maryland
1,5154144,"Mount Vernon CDP, Virginia",Mount Vernon,Virginia
8,2434775,"Greenbelt city, Maryland",Greenbelt,Maryland
6,2406400,"Beltsville CDP, Maryland",Beltsville,Maryland
2,2445550,"Lanham CDP, Maryland",Lanham,Maryland
0,2458900,"Olney CDP, Maryland",Olney,Maryland
4,2433400,"Glenn Dale CDP, Maryland",Glenn Dale,Maryland
2,5147064,"Lorton CDP, Virginia",Lorton,Virginia
0,5126592,"Fairfax Station CDP, Virginia",Fairfax Station,Virginia
0,2429525,"Fort Washington CDP, Maryland",Fort Washington,Maryland
3,5181072,"Vienna town, Virginia",Vienna,Virginia
3,2463300,"Potomac CDP, Maryland",Potomac,Maryland
0,2417900,"Clinton CDP, Maryland",Clinton,Maryland
2,2400250,"Accokeek CDP, Maryland",Accokeek,Maryland
6,5132496,"Great Falls CDP, Virginia",Great Falls,Virginia
12,5127200,"Falls Church city, Virginia",Falls Church,Virginia
13,2467675,"Rockville city, Maryland",Rockville,Maryland
10,5174592,"Springfield CDP, Virginia",Springfield,Virginia
5,5136648,"Herndon town, Virginia",Herndon,Virginia
78,5103000,"Arlington CDP, Virginia",Arlington,Virginia
1,5114744,"Chantilly CDP, Virginia",Chantilly,Virginia
6,5166672,"Reston CDP, Virginia",Reston,Virginia
6,2445900,"Laurel city, Maryland",Laurel,Maryland
79,2441250,"Hyattsville city, Maryland",Hyattsville,Maryland
42,2472450,"Silver Spring CDP, Maryland",Silver Spring,Maryland
30,5175376,"Sterling CDP, Virginia",Sterling,Virginia
95,5101000,"Alexandria city, Virginia",Alexandria,Virginia
124,1150000,"Washington city, District of Columbia",Washington,District of Columbia
293,1911755,"Cedar Falls city, Iowa",Cedar Falls,Iowa
4,3626759,"Fort Drum CDP, New York",Fort Drum,New York
21,5549675,"Marshfield city, Wisconsin",Marshfield,Wisconsin
296,1982425,"Waterloo city, Iowa",Waterloo,Iowa
12,5377105,"Wenatchee city, Washington",Wenatchee,Washington
0,1982875,"Waverly city, Iowa",Waverly,Iowa
242,3678608,"Watertown city, New York",Watertown,New York
59,5588200,"Wisconsin Rapids city, Wisconsin",Wisconsin Rapids,Wisconsin
133,5577200,"Stevens Point city, Wisconsin",Stevens Point,Wisconsin
208,5584475,"Wausau city, Wisconsin",Wausau,Wisconsin
133,5563525,"Plover village, Wisconsin",Plover,Wisconsin
3,5320155,"East Wenatchee city, Washington",East Wenatchee,Washington
2,2546330,"Northampton city, Massachusetts",Northampton,Massachusetts
8,2530840,"Holyoke city, Massachusetts",Holyoke,Massachusetts
12,2546225,"North Adams city, Massachusetts",North Adams,Massachusetts
24,2553960,"Pittsfield city, Massachusetts",Pittsfield,Massachusetts
15,2576030,"Westfield city, Massachusetts",Westfield,Massachusetts
19,2513660,"Chicopee city, Massachusetts",Chicopee,Massachusetts
2,2154642,"Murray city, Kentucky",Murray,Kentucky
0,4980090,"Vernal city, Utah",Vernal,Utah
10,2421325,"Cumberland city, Maryland",Cumberland,Maryland
24,5486452,"Wheeling city, West Virginia",Wheeling,West Virginia
37,2158836,"Paducah city, Kentucky",Paducah,Kentucky
5,851745,"Montrose city, Colorado",Montrose,Colorado
45,828745,"Fruita city, Colorado",Fruita,Colorado
57,831660,"Grand Junction city, Colorado",Grand Junction,Colorado
11,2020075,"El Dorado city, Kansas",El Dorado,Kansas
33,5485156,"Weirton city, West Virginia",Weirton,West Virginia
2,2079950,"Winfield city, Kansas",Winfield,Kansas
37,3974608,"Steubenville city, Ohio",Steubenville,Ohio
14,2001800,"Andover city, Kansas",Andover,Kansas
22,2017800,"Derby city, Kansas",Derby,Kansas
2,2002300,"Arkansas City city, Kansas",Arkansas,Kansas
10,2033625,"Hutchinson city, Kansas",Hutchinson,Kansas
265,2031125,"Haysville city, Kansas",Haysville,Kansas
7,2050475,"Newton city, Kansas",Newton,Kansas
2359,2079000,"Wichita city, Kansas",Wichita,Kansas
647,4879000,"Wichita Falls city, Texas",Wichita Falls,Texas
115,4285312,"Williamsport city, Pennsylvania",Williamsport,Pennsylvania
208,3774440,"Wilmington city, North Carolina",Wilmington,North Carolina
59,4811368,"Burkburnett city, Texas",Burkburnett,Texas
81,4207128,"Bloomsburg town, Pennsylvania",Bloomsburg,Pennsylvania
35,5186720,"Winchester city, Virginia",Winchester,Virginia
11,2688900,"Wyandotte city, Michigan",Wyandotte,Michigan
27,3737680,"Leland town, North Carolina",Leland,North Carolina
20,3758860,"Salisbury city, North Carolina",Salisbury,North Carolina
4,5129968,"Front Royal town, Virginia",Front Royal,Virginia
11,2674960,"Southgate city, Michigan",Southgate,Michigan
11,2680420,"Trenton city, Michigan",Trenton,Michigan
39,3712960,"Clemmons village, North Carolina",Clemmons,North Carolina
1,3744800,"Mount Airy city, North Carolina",Mount Airy,North Carolina
11,2668880,"Riverview city, Michigan",Riverview,Michigan
1613,3775000,"Winston-Salem city, North Carolina",Winston-Salem,North Carolina
182,3735600,"Kernersville town, North Carolina",Kernersville,North Carolina
665,3738040,"Lewisville town, North Carolina",Lewisville,North Carolina
371,3767420,"Thomasville city, North Carolina",Thomasville,North Carolina
364,3738060,"Lexington city, North Carolina",Lexington,North Carolina
15,2552144,"Palmer Town city, Massachusetts",Palmer Town,Massachusetts
6,3339300,"Keene city, New Hampshire",Keene,New Hampshire
62,2523875,"Fitchburg city, Massachusetts",Fitchburg,Massachusetts
4,2573930,"Webster CDP, Massachusetts",Webster,Massachusetts
1,2538715,"Marlborough city, Massachusetts",Marlborough,Massachusetts
70,2535075,"Leominster city, Massachusetts",Leominster,Massachusetts
5,2563345,"Southbridge Town city, Massachusetts",Southbridge Town,Massachusetts
23,2525485,"Gardner city, Massachusetts",Gardner,Massachusetts
37,2582000,"Worcester city, Massachusetts",Worcester,Massachusetts
85,5667235,"Rock Springs city, Wyoming",Rock Springs,Wyoming
0,5368750,"Sunnyside city, Washington",Sunnyside,Washington
273,4287048,"York city, Pennsylvania",York,Pennsylvania
4,5666220,"Riverton city, Wyoming",Riverton,Wyoming
564,5613150,"Casper city, Wyoming",Casper,Wyoming
28,5321240,"Ellensburg city, Washington",Ellensburg,Washington
20,5380010,"Yakima city, Washington",Yakima,Washington
